,label,timestamp,duration,max_temp,min_temp,device,location
98,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1659478624.8569999,86400.0,20.83177001499129,12.296741021925044,,
99,"{""name"": ""cold"", ""parent"": {""name"": ""temperature"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {}}, ""axes"": {""min_temp"": false}}",1635623314.8569999,42750.0,,10.067473297879404,thermo_3,room3
100,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1654035044.8569999,86400.0,18.53336367773848,9.4791452283481,,
101,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1651098214.8569999,86400.0,18.492370743972984,12.081914665396017,,
102,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1661465194.8569999,86400.0,15.82181599204867,8.441069204200446,,
103,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1627769454.8569999,86400.0,19.72370378424549,10.492930089110896,,
104,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1660947059.8569999,86400.0,18.291163772557105,10.310522702311893,,
105,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1627683449.8569999,86400.0,16.989731247802126,6.922198898266485,,
106,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1638400634.8569999,86400.0,22.41619572300156,12.017432345769738,,
107,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1643930234.8569999,86400.0,18.83138390864953,11.062891573924857,,
108,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1650838139.8569999,86400.0,18.56957292425537,13.946213219768367,,
